tweets,quote_status,language,favorite_count,retweet_count,time,id,rating,processed_text,cleaned_tweets
"I don't lose hope with Jeronica, but really feeding each episode with little crumbs is sad and annoys me. #jeronica #vughead #riverdale",False,en,8,0,2021-02-25 02:21:23,1364762385857273857,"{'neg': 0.33, 'neu': 0.612, 'pos': 0.059, 'compound': -0.819}","['lose', 'hope', 'jeronica', 'really', 'feeding', 'episode', 'little', 'crumbs', 'sad', 'annoys', 'jeronica', 'vughead', 'riverdale']",lose hope jeronica really feeding episode little crumbs sad annoys jeronica vughead riverdale
I don't understand why all the boats got on board except Jeronica. What do they have against them? Opposites attract. #Riverdale #jeronica #vughead,False,en,19,3,2021-02-25 02:19:37,1364761941965762569,"{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.3612}","['understand', 'boats', 'got', 'board', 'except', 'jeronica', 'opposites', 'attract', 'riverdale', 'jeronica', 'vughead']",understand boats got board except jeronica opposites attract riverdale jeronica vughead
@azalben I don't understand why all the boats got on board except Jeronica. What do they have against them? Opposites attract. https://t.co/SGKtxHvwrV,False,en,16,0,2021-02-25 02:19:23,1364761880825323520,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.3612}","['understand', 'boats', 'got', 'board', 'except', 'jeronica', 'opposites', 'attract']",understand boats got board except jeronica opposites attract
@azalben I don't understand why all the boats got on board except Jeronica. What do they have against them? Opposites attract. https://t.co/XryrO09BGQ,False,en,8,0,2021-02-25 02:19:14,1364761843470913547,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.3612}","['understand', 'boats', 'got', 'board', 'except', 'jeronica', 'opposites', 'attract']",understand boats got board except jeronica opposites attract
@azalben I don't understand why all the boats got on board except Jeronica. What do they have against them? Opposites attract. https://t.co/HDN2TZ9Hk6,False,en,25,1,2021-02-25 02:19:03,1364761800483491841,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.3612}","['understand', 'boats', 'got', 'board', 'except', 'jeronica', 'opposites', 'attract']",understand boats got board except jeronica opposites attract
@sclahspades jeronica stans going insane,False,en,1,0,2021-02-25 02:16:26,1364761141306654720,"{'neg': 0.403, 'neu': 0.597, 'pos': 0.0, 'compound': -0.4019}","['jeronica', 'stans', 'going', 'insane']",jeronica stans going insane
So when is jeronica hapeening thats the question #Riverdale https://t.co/YwHViRIY8p,False,en,6,2,2021-02-25 02:15:35,1364760924934955009,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['jeronica', 'hapeening', 'thats', 'question', 'riverdale']",jeronica hapeening thats question riverdale
jughead in a conversation that brought up veronica is a jeronica crumb #Riverdale,False,en,17,2,2021-02-25 01:41:24,1364752325785567235,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['jughead', 'conversation', 'brought', 'veronica', 'jeronica', 'crumb', 'riverdale']",jughead conversation brought veronica jeronica crumb riverdale
JERONICA IN GLASSES 😭😭😭 my myopic babies https://t.co/vCSzm7v37w,False,en,212,31,2021-02-25 01:32:31,1364750087663071232,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['jeronica', 'glasses', 'myopic', 'babies']",jeronica glasses myopic babies
"give me some Jeronica crumbs please!! 😩❤️
#Riverdale #jeronica",False,en,1,0,2021-02-25 00:58:09,1364741437825368072,"{'neg': 0.0, 'neu': 0.735, 'pos': 0.265, 'compound': 0.4374}","['give', 'jeronica', 'crumbs', 'please', 'riverdale', 'jeronica']",give jeronica crumbs please riverdale jeronica
RT @camiscrown: WE WANT JERONICA SHOWER SEX,False,en,0,6,2021-02-25 00:48:21,1364738974280019968,"{'neg': 0.0, 'neu': 0.747, 'pos': 0.253, 'compound': 0.2577}","['want', 'jeronica', 'shower', 'sex']",want jeronica shower sex
RT @RiverdaleRefer1: I am living for this crumb #jeronica https://t.co/xBjznxbSMt,False,en,0,5,2021-02-25 00:45:25,1364738235507818497,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['living', 'crumb', 'jeronica']",living crumb jeronica
RT @ifyoutrustme: this is a win for the jeronica friendship community. in the second pic he looks amused he’s just like oh veronica singing…,True,en,0,1,2021-02-25 00:40:14,1364736932400558084,"{'neg': 0.0, 'neu': 0.613, 'pos': 0.387, 'compound': 0.9001}","['win', 'jeronica', 'friendship', 'community', 'second', 'pic', 'looks', 'amused', 'like', 'oh', 'veronica', 'singing']",win jeronica friendship community second pic looks amused like oh veronica singing
"#Vughead #Jeronica #Riverdale 

Parallel: 5x01||5x06 https://t.co/5ysYfYhCcp",False,en,30,6,2021-02-25 00:34:20,1364735444446019585,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['vughead', 'jeronica', 'riverdale', 'parallel', '5x01', '5x06']",vughead jeronica riverdale parallel 5x01 5x06
"@adoreschoni YEEEEEES, JERONICA https://t.co/ChS2WryiYs",False,en,3,0,2021-02-24 23:24:32,1364717881611735045,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['yeeeeees', 'jeronica']",yeeeeees jeronica
RT @jeronnica: it’s what i deserve #barchie #jeronica https://t.co/bHSg8quBu9,False,en,0,18,2021-02-24 22:22:38,1364702304092364802,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['deserve', 'barchie', 'jeronica']",deserve barchie jeronica
this is a win for the jeronica friendship community. in the second pic he looks amused he’s just like oh veronica singing again typical veronica she hasn’t changed one bit she’s still the same old veronica WHICH IS ONE OF THE HIGHEST FORMS OF AFFECTION https://t.co/HZAaG0z2NT,True,en,15,1,2021-02-24 22:12:09,1364699662154891266,"{'neg': 0.0, 'neu': 0.713, 'pos': 0.287, 'compound': 0.9445}","['win', 'jeronica', 'friendship', 'community', 'second', 'pic', 'looks', 'amused', 'like', 'oh', 'veronica', 'singing', 'typical', 'veronica', 'changed', 'one', 'bit', 'still', 'old', 'veronica', 'one', 'highest', 'forms', 'affection']",win jeronica friendship community second pic looks amused like oh veronica singing typical veronica changed one bit still old veronica one highest forms affection
RT @cherryplushies: Manifesting for Jeronica crumbs tomorrow omg please! 😩🥺 #Riverdale #Jeronica #Vughead https://t.co/8Ec65aC1V0,False,en,0,5,2021-02-24 21:32:38,1364689719280492544,"{'neg': 0.0, 'neu': 0.834, 'pos': 0.166, 'compound': 0.3802}","['manifesting', 'jeronica', 'crumbs', 'tomorrow', 'omg', 'please', 'riverdale', 'jeronica', 'vughead']",manifesting jeronica crumbs tomorrow omg please riverdale jeronica vughead
I am living for this crumb #jeronica https://t.co/xBjznxbSMt,False,en,41,5,2021-02-24 16:31:55,1364614040195125256,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['living', 'crumb', 'jeronica']",living crumb jeronica
@BarchiePortal @landofbarchie OMG!!! YES. now only Vughead-Jeronica is missing https://t.co/Es0QFoX1oC,False,en,3,0,2021-02-24 15:36:18,1364600045182533647,"{'neg': 0.152, 'neu': 0.551, 'pos': 0.297, 'compound': 0.4782}","['omg', 'yes', 'vughead', 'jeronica', 'missing']",omg yes vughead jeronica missing
"Why are the riverdale writers so scary to let Jughead and Veronica interact?? The time jump + Barchie was the perfect time to finally explore Jeronica but nope. I’m seeing the potential with Jughead and Tabitha doe,won’t lie. #RiverdaleSeason5 #Riverdale #jughead #Jughead",False,en,8,1,2021-02-24 13:15:51,1364564700818771972,"{'neg': 0.066, 'neu': 0.881, 'pos': 0.053, 'compound': -0.1451}","['riverdale', 'writers', 'scary', 'let', 'jughead', 'veronica', 'interact', 'time', 'jump', 'barchie', 'perfect', 'time', 'finally', 'explore', 'jeronica', 'nope', 'seeing', 'potential', 'jughead', 'tabitha', 'doe', 'lie', 'riverdaleseason5', 'riverdale', 'jughead', 'jughead']",riverdale writers scary let jughead veronica interact time jump barchie perfect time finally explore jeronica nope seeing potential jughead tabitha doe lie riverdaleseason5 riverdale jughead jughead
"RT @RiverdaleRefer1: Prayer circle:

                    🕯      🕯
           🕯                         🕯
                    Jeronica…",False,en,0,10,2021-02-24 11:51:45,1364543537417777153,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['prayer', 'circle', 'jeronica']",prayer circle jeronica
Manifesting for Jeronica crumbs tomorrow omg please! 😩🥺 #Riverdale #Jeronica #Vughead https://t.co/8Ec65aC1V0,False,en,25,5,2021-02-24 03:18:17,1364414317618212866,"{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.3802}","['manifesting', 'jeronica', 'crumbs', 'tomorrow', 'omg', 'please', 'riverdale', 'jeronica', 'vughead']",manifesting jeronica crumbs tomorrow omg please riverdale jeronica vughead
"RT @BarrosEsquerdo: I find it interesting how the Riverdale series makes Jugh and Veronica so compatible. The two have surreal connections,…",False,en,0,9,2021-02-23 21:56:14,1364333269634998278,"{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.4019}","['find', 'interesting', 'riverdale', 'series', 'makes', 'jugh', 'veronica', 'compatible', 'two', 'surreal', 'connections']",find interesting riverdale series makes jugh veronica compatible two surreal connections
@ShellyLahey Guess this is where she goes full circle back to being a jeronica acting as if she never left🤭,False,en,3,0,2021-02-23 19:59:16,1364303834722443270,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","['guess', 'goes', 'full', 'circle', 'back', 'jeronica', 'acting', 'never', 'left']",guess goes full circle back jeronica acting never left
"Happy Birthday to lovely friend, fellow jeronica warrior &amp; just overall badass awesome person @talllestiptoes ! Hopefully you're enjoying the day despite these batshit times &lt;3 https://t.co/y4bLJBRXaV",False,en,0,0,2021-02-23 19:00:08,1364288954539900928,"{'neg': 0.038, 'neu': 0.455, 'pos': 0.507, 'compound': 0.9665}","['happy', 'birthday', 'lovely', 'friend', 'fellow', 'jeronica', 'warrior', 'amp', 'overall', 'badass', 'awesome', 'person', 'hopefully', 'enjoying', 'day', 'despite', 'batshit', 'times', 'lt', '3']",happy birthday lovely friend fellow jeronica warrior amp overall badass awesome person hopefully enjoying day despite batshit times lt 3
Went back to when she started hating Jeronica for not having scenes and...? https://t.co/h1k7BOZCFi,False,en,7,0,2021-02-23 13:24:31,1364204495144509444,"{'neg': 0.202, 'neu': 0.798, 'pos': 0.0, 'compound': -0.5106}","['went', 'back', 'started', 'hating', 'jeronica', 'scenes']",went back started hating jeronica scenes
@barcheated ... Jessica?? Why would she come back to him when he treated her like trash? And Betty has no feelings for him anymore it’s been seven years 😭😭😭 anyways the way she gave up on Jeronica and suddenly is acting like she always shipped them and that she didn’t make fun of us......,False,en,3,0,2021-02-23 13:11:36,1364201242545717249,"{'neg': 0.036, 'neu': 0.819, 'pos': 0.145, 'compound': 0.7677}","['jessica', 'would', 'come', 'back', 'treated', 'like', 'trash', 'betty', 'feelings', 'anymore', 'seven', 'years', 'anyways', 'way', 'gave', 'jeronica', 'suddenly', 'acting', 'like', 'always', 'shipped', 'make', 'fun', 'us']",jessica would come back treated like trash betty feelings anymore seven years anyways way gave jeronica suddenly acting like always shipped make fun us
